,label,model
43815,1,0.992641866207
65842,1,0.99167996645
188042,1,0.994472563267
110443,1,0.802498340607
11830,1,0.999202787876
116337,1,0.947922289371
135671,1,0.964359104633
12378,1,0.975480914116
46571,1,0.999974370003
102398,1,0.882217943668
71159,1,0.987410128117
62354,1,0.912119209766
139697,1,0.930838644505
110115,1,0.993595957756
30658,1,0.998972773552
6538,1,0.965113997459
18796,1,0.987053453922
165716,1,0.999506831169
145810,1,0.792940974236
5208,1,0.887698054314
8461,0,0.534652650356
41620,1,0.933952689171
138376,1,0.97122657299
45192,1,0.896972894669
53216,1,0.312703162432
128585,1,0.994824409485
130149,1,0.992613077164
36780,1,0.984764933586
69976,1,0.923442006111
200780,1,0.996602535248
49180,1,0.998737990856
87574,1,0.999070107937
141494,1,0.913064658642
31035,1,0.962335884571
61,1,0.884015023708
177255,1,0.944766461849
27582,1,0.983212292194
198658,1,0.834744036198
87759,1,0.984623253345
121608,1,0.774454534054
116907,1,0.999628782272
147852,0,0.837792873383
54699,1,0.868548095226
178933,1,0.991107285023
179759,1,0.998286902905
53238,0,0.545933783054
154555,1,0.988835275173
44895,1,0.9751983881
58272,1,0.924003064632
21713,1,0.985091507435
120761,1,0.830234408379
88999,1,0.968249082565
102464,1,0.912532091141
22766,1,0.925524175167
9916,1,0.962184250355
122307,1,0.753280878067
32995,1,0.984839379787
28568,1,0.889688313007
194356,0,0.0946658477187
63563,0,0.910498440266
100450,1,0.925862550735
83642,1,0.982806682587
18463,1,0.984745621681
176297,1,0.826159596443
56709,1,0.892709195614
135979,1,0.999777138233
144035,1,0.931733489037
45033,1,0.999460756779
128795,0,0.489128470421
168422,1,0.908230245113
209472,1,0.981518983841
83081,1,0.942380547523
13462,1,0.999427437782
32604,1,0.98449242115
106543,1,0.995501339436
152899,1,0.974105298519
160790,1,0.992428123951
52867,1,0.998506247997
57941,1,0.987477421761
124627,1,0.850276470184
66477,1,0.951978266239
59174,0,0.648117899895
96628,0,0.0742032080889
168859,1,0.274123966694
146016,0,0.159916564822
117459,1,0.961888670921
62718,1,0.991962254047
111793,1,0.940367221832
89045,0,0.190022721887
162844,1,0.904048085213
87986,1,0.991156578064
204471,1,0.976861417294
184460,1,0.993491351604
113544,1,0.998707175255
192284,1,0.0606750436127
171283,1,0.98737514019
121790,1,0.998500943184
117285,1,0.99421107769
81803,1,0.997270643711
18952,0,0.0322506502271
41177,1,0.992276132107
88902,1,0.988566696644
16922,1,0.957814872265
165135,1,0.934929907322
86708,1,0.943336427212
1173,1,0.961700320244
168838,1,0.509353101254
73135,1,0.991083264351
115775,1,0.839796662331
163526,1,0.99129909277
73375,1,0.990713953972
43021,0,0.0341387502849
53952,1,0.992957115173
127464,1,0.981927990913
168985,1,0.999762713909
160633,1,0.989388644695
158673,1,0.965548157692
35033,1,0.986965298653
141299,1,0.792230129242
3052,1,0.835667550564
32272,1,0.973440051079
140759,1,0.953958570957
144619,1,0.999934673309
95257,1,0.990258693695
13355,1,0.954086184502
207382,1,0.96947902441
130883,1,0.985465526581
41859,1,0.996779978275
56592,1,0.896363973618
181028,1,0.987619996071
184857,1,0.978476703167
32869,0,0.955365717411
57954,1,0.989448904991
69029,1,0.995877027512
182656,0,0.712307274342
187099,1,0.81489443779
99229,1,0.986640512943
189869,1,0.80539894104
85668,1,0.971494138241
98586,1,0.889762699604
10924,1,0.993619143963
47393,1,0.901749074459
4262,0,0.74549394846
143754,1,0.95675522089
157990,1,0.621159911156
120342,1,0.953884243965
2191,1,0.999743759632
32140,1,0.919148027897
148534,1,0.970360338688
93417,1,0.948928236961
85777,1,0.955224990845
74465,1,0.991011619568
33618,1,0.886195957661
98066,1,0.98577105999
172430,1,0.998549044132
24528,1,0.966632962227
116106,1,0.945281565189
77118,1,0.970001280308
132174,1,0.899011671543
79879,1,0.999806821346
107732,1,0.703196287155
175366,0,0.108746901155
12741,1,0.996916770935
94525,0,0.792131185532
103593,0,0.502907395363
70237,1,0.873098731041
51077,1,0.935825824738
5017,1,0.969838440418
132075,1,0.995663702488
24481,1,0.983863592148
206790,1,0.971127927303
31925,1,0.951951265335
97975,1,0.997658133507
181793,1,0.71181589365
59295,1,0.994033396244
122680,1,0.687826573849
112450,1,0.997235119343
105144,1,0.982192456722
27125,1,0.956530272961
130283,1,0.998875200748
209342,1,0.879050016403
79459,1,0.988109409809
60802,0,0.194366380572
127798,1,0.955576241016
99683,1,0.99316495657
49582,0,0.922072708607
201270,1,0.998271107674
180206,0,0.910336732864
49407,1,0.9979596138
155575,1,0.681418716908
8662,1,0.951314091682
95945,1,0.969441711903
14885,1,0.850995123386
79928,1,0.99411469698
36669,0,0.08365329355
125992,1,0.867665410042
1653,1,0.991502761841
152511,1,0.996415615082
104710,1,0.990582942963
3567,1,0.994172155857
130300,1,0.99978107214
63267,0,0.245402798057
90106,1,0.83916002512
59818,1,0.98128247261
197932,1,0.995217561722
63997,0,0.0722343102098
157527,1,0.979106009007
102831,1,0.769931197166
193662,0,0.322584271431
81546,1,0.980315327644
155571,1,0.993680953979
99053,1,0.992580235004
18526,1,0.998896121979
201716,1,0.987850725651
26810,1,0.911235868931
44321,1,0.654409170151
117924,1,0.995634138584
128235,1,0.321495711803
57722,1,0.999348819256
77870,1,0.551161110401
22510,1,0.999705612659
91388,1,0.98858320713
138674,1,0.993784427643
164637,1,0.998843073845
56561,1,0.671183407307
51149,1,0.995885789394
171516,1,0.867637932301
124414,1,0.972826719284
79334,1,0.8889285326
154048,1,0.999696493149
196503,1,0.94960552454
160152,1,0.943307995796
65318,1,0.986860215664
27719,1,0.881657540798
19877,1,0.987804412842
16810,1,0.879915833473
164286,0,0.846971511841
1267,1,0.997113347054
209435,1,0.966395676136
41604,1,0.909594237804
1880,1,0.999011039734
7240,1,0.998669862747
127696,1,0.993891596794
113982,1,0.998203158379
74410,1,0.999694228172
86371,1,0.988136529922
55582,1,0.924774348736
55380,1,0.891926765442
93669,1,0.899883806705
117879,1,0.986682295799
206178,0,0.626051187515
207910,1,0.10347469151
167827,1,0.991604149342
105501,1,0.942940592766
134188,1,0.992077767849
142847,0,0.358046650887
18179,1,0.989918828011
144979,1,0.999391794205
138188,1,0.998672842979
102725,1,0.404655456543
176303,1,0.945086121559
130941,1,0.999595224857
74675,1,0.606842458248
182935,1,0.746807336807
155112,1,0.706265151501
3071,1,0.986612200737
122269,1,0.998105406761
22441,1,0.997019171715
2070,1,0.883271872997
68865,1,0.993381142616
119781,1,0.977844357491
170181,1,0.982234060764
119019,1,0.983738541603
124689,1,0.92511510849
22524,1,0.995543897152
178731,1,0.976142764091
120251,1,0.994002878666
86039,1,0.690454363823
149816,1,0.99120259285
147026,1,0.48269033432
61874,1,0.855044066906
49664,1,0.991829931736
120616,1,0.935371518135
82745,1,0.993064463139
45474,1,0.689022541046
94425,1,0.819287180901
64663,1,0.834865868092
55747,0,0.537808656693
206765,1,0.975836217403
118165,1,0.996290683746
66663,1,0.992882370949
96508,1,0.951764881611
59783,1,0.871859371662
124671,1,0.970781445503
177737,1,0.966796278954
145006,1,0.976284563541
54780,1,0.912710487843
115994,1,0.895720243454
107765,1,0.540433466434
157666,1,0.978052794933
86968,1,0.954506397247
90224,1,0.905340015888
184652,1,0.948788464069
200019,0,0.0656978115439
78630,1,0.991764485836
58579,1,0.938789308071
141401,1,0.999481976032
147839,1,0.991400241852
172066,1,0.802172482014
28753,1,0.952640473843
131440,1,0.985471248627
99735,1,0.991261482239
171393,1,0.809168279171
150237,0,0.411359041929
22208,1,0.990885734558
191612,1,0.723964810371
114091,1,0.907106220722
132801,1,0.943449556828
69466,1,0.999659538269
190295,1,0.986265003681
164564,1,0.755955040455
185183,1,0.995109856129
141031,1,0.939972519875
30837,1,0.856454014778
114275,1,0.464211434126
106225,1,0.998296558857
129515,1,0.944412589073
6177,1,0.994438290596
51996,1,0.994451224804
124451,1,0.999339401722
125958,0,0.725226044655
104774,0,0.0674612373114
133817,0,0.489229559898
85423,0,0.866589069366
190979,0,0.773822963238
162590,1,0.998013615608
128123,1,0.999687314034
200169,1,0.924066960812
116758,1,0.99482768774
13972,1,0.984153449535
177251,1,0.89929318428
40873,1,0.986797988415
155685,1,0.981769979
200903,1,0.960975289345
52960,1,0.985830843449
154580,1,0.751752078533
70233,1,0.8965934515
90505,1,0.999087333679
50662,1,0.907748162746
186886,1,0.939121723175
88709,1,0.905358850956
82958,1,0.999744832516
111383,1,0.992257475853
1145,1,0.996937036514
52590,1,0.957693636417
115326,1,0.932927846909
76592,1,0.732966661453
89568,1,0.97997713089
17251,1,0.999145269394
109188,1,0.930163383484
12163,1,0.84957253933
193231,1,0.952633619308
13955,0,0.272447139025
60142,1,0.897490143776
102390,1,0.986540138721
96850,1,0.977077364922
34515,1,0.995780229568
147857,0,0.80950242281
95848,0,0.940618693829
129778,1,0.929245948792
33233,1,0.991109967232
156203,0,0.0350982025266
10512,1,0.858741700649
81668,1,0.560784697533
206406,1,0.943019032478
76934,1,0.988376915455
201541,1,0.987904787064
197620,1,0.921444952488
7003,0,0.599377453327
120030,0,0.493333995342
26884,1,0.894377708435
47627,0,0.0935700461268
161193,1,0.909530222416
167190,1,0.908698678017
154453,1,0.888549625874
105194,0,0.509512782097
110203,1,0.924653887749
80072,1,0.999375998974
195813,1,0.694245815277
2378,1,0.996162176132
189156,1,0.981510818005
117761,0,0.650700390339
168378,1,0.998257935047
28533,1,0.905938565731
88687,1,0.993860006332
168427,1,0.848017752171
31397,1,0.993372917175
84805,1,0.93502753973
88707,1,0.852390289307
17426,1,0.987353444099
137987,0,0.924259126186
60267,1,0.99918538332
189906,1,0.922706186771
127822,0,0.558849513531
3815,1,0.998195588589
18995,1,0.992401599884
173310,0,0.989942312241
171298,1,0.999433338642
18146,1,0.968976736069
39925,0,0.154112502933
8539,1,0.673050582409
155311,1,0.841756880283
139833,1,0.985774040222
67620,1,0.997055530548
189256,1,0.987629711628
29020,1,0.937727987766
12577,1,0.78693395853
113337,1,0.970272004604
31013,1,0.999494194984
57425,0,0.328143000603
173114,0,0.85760229826
187268,1,0.944326460361
110653,1,0.910041213036
178056,1,0.984697937965
108198,1,0.998971939087
18067,1,0.904903054237
72126,1,0.999573171139
8174,1,0.969764113426
38693,1,0.981475114822
66191,1,0.979666411877
81185,1,0.984483778477
78017,1,0.981728255749
71085,1,0.998636305332
93346,1,0.983169078827
7371,1,0.990915954113
190007,1,0.904679894447
173113,0,0.493606597185
156006,1,0.909646272659
16716,1,0.927647650242
82261,1,0.96140396595
205583,1,0.93511903286
46085,1,0.98612087965
26882,1,0.996440708637
93508,1,0.998465299606
118369,1,0.999315500259
162071,1,0.999301433563
155555,1,0.994749248028
186894,1,0.918102920055
36930,1,0.994403958321
106848,1,0.993686854839
49824,1,0.935822188854
158547,0,0.789252221584
15307,1,0.871161997318
127275,1,0.975012660027
15,0,0.878605484962
121444,1,0.972988784313
62399,1,0.906123936176
193938,1,0.997047126293
57856,1,0.408457905054
195100,1,0.950200736523
149308,1,0.932640194893
155939,1,0.926903486252
194093,1,0.99987578392
81314,0,0.806709110737
27237,1,0.783035695553
1096,1,0.988728046417
133977,1,0.916625082493
103224,1,0.96111369133
125800,1,0.999249517918
147086,1,0.897043943405
94250,0,0.0774993672967
14845,1,0.637026548386
146185,1,0.952622711658
205921,1,0.825665831566
3279,1,0.988911986351
124230,1,0.999641537666
106332,1,0.742824196815
172862,1,0.948192715645
159983,1,0.971552670002
178120,1,0.999514460564
205346,1,0.953732669353
116637,1,0.987415134907
89274,1,0.986777245998
79598,0,0.929847061634
8361,1,0.989536523819
120998,0,0.867789268494
130107,1,0.980621933937
61756,1,0.965420484543
77702,1,0.990389406681
192935,1,0.932020425797
122676,1,0.999577581882
32456,1,0.98575180769
3588,1,0.775195896626
164035,1,0.980118632317
47885,1,0.963094949722
149920,1,0.426284253597
98480,1,0.95057040453
28239,1,0.937968552113
146119,1,0.994424283504
188867,1,0.857496261597
53945,1,0.952417194843
26035,1,0.960108458996
88864,1,0.949303627014
194178,1,0.99009680748
47477,1,0.989709794521
71269,1,0.998047232628
89868,1,0.977254748344
180121,1,0.948106050491
54585,0,0.0906019955873
32403,1,0.883463144302
36751,1,0.966241836548
40521,1,0.857393264771
140228,1,0.930020451546
171921,1,0.990181982517
70744,1,0.999199330807
110216,0,0.981669008732
122371,1,0.989006996155
178960,0,0.730034053326
49953,1,0.994619369507
59492,1,0.916452825069
749,1,0.708986282349
13857,1,0.995441794395
92259,1,0.9906270504
201318,1,0.903868198395
61776,1,0.934208989143
132832,1,0.999002754688
133026,1,0.963032722473
29449,1,0.983733594418
200579,1,0.995486080647
47386,1,0.895931005478
201016,1,0.956297576427
54204,1,0.969589054585
193879,1,0.676630377769
150416,1,0.820048868656
24524,1,0.969523012638
43457,1,0.963837563992
126853,1,0.956331789494
165734,1,0.902087569237
121303,1,0.990965247154
151726,1,0.913229644299
93375,1,0.971823811531
168190,1,0.805864155293
22046,1,0.898003220558
92194,1,0.937285006046
121354,1,0.99387806654
132953,1,0.975918292999
6981,1,0.94637131691
107614,1,0.97749787569
31960,1,0.94785374403
67769,1,0.997870326042
152045,1,0.899435818195
139592,0,0.917867660522
61917,0,0.338273942471
33825,1,0.99759799242
166057,0,0.416332811117
115933,1,0.99941277504
144587,1,0.805919766426
45200,0,0.697972893715
181642,1,0.942644655704
123378,1,0.995716392994
15626,1,0.98660582304
149463,1,0.974393725395
110003,1,0.982139766216
110280,1,0.999658226967
129108,1,0.98892724514
142823,1,0.998812913895
20042,1,0.979837357998
3218,1,0.891524374485
71459,1,0.977614820004
121408,1,0.991975128651
157554,1,0.883358120918
49231,1,0.992499530315
130636,1,0.67678052187
184257,1,0.986721515656
91451,1,0.997866928577
9983,1,0.994832277298
37302,1,0.985545992851
11687,1,0.998839318752
197401,1,0.995012462139
144308,1,0.998068273067
98584,1,0.971452176571
43145,1,0.997660636902
130582,1,0.990522146225
202946,0,0.466212391853
10525,1,0.947327077389
62448,1,0.61327624321
156751,1,0.943085432053
71315,1,0.992458879948
114825,1,0.858824849129
4828,1,0.996207237244
182180,1,0.987939238548
71145,1,0.979703485966
181495,1,0.997522771358
127216,1,0.99756360054
2642,1,0.988972723484
173724,1,0.942059457302
157265,1,0.965835750103
30254,1,0.569961190224
63266,1,0.986825168133
118126,1,0.761530816555
28270,1,0.990662038326
58642,1,0.981279611588
21733,0,0.832240760326
131534,1,0.857415616512
43309,1,0.998956799507
176899,1,0.995509624481
183398,0,0.75062674284
27616,1,0.259661346674
140633,1,0.996990799904
58522,1,0.958757579327
149516,1,0.949236512184
97575,1,0.994608402252
116731,1,0.387011319399
204738,1,0.800054252148
57134,1,0.904241621494
3383,1,0.999851226807
58172,1,0.97529309988
132611,0,0.716930508614
57723,1,0.995291948318
191523,1,0.934164345264
32856,1,0.955064356327
193975,1,0.968710064888
90972,1,0.584140717983
154452,1,0.909473001957
181275,0,0.0493238717318
105927,1,0.999628901482
130020,1,0.802866399288
168778,1,0.970296621323
160229,0,0.197092935443
185265,0,0.842599272728
92811,1,0.978889465332
27077,0,0.688995957375
122129,0,0.258018940687
151435,1,0.987895965576
114635,0,0.788406431675
53770,1,0.987825930119
38844,1,0.994756937027
195302,1,0.749214351177
14954,1,0.992353498936
200534,1,0.787725567818
30129,1,0.999242901802
62474,1,0.880433738232
42465,1,0.993634104729
16385,1,0.992058336735
98190,0,0.598382353783
47505,1,0.963826954365
60144,1,0.924687087536
193615,1,0.905710399151
146849,1,0.998918414116
149397,0,0.780524551868
90012,1,0.995891094208
31005,1,0.95144200325
175042,0,0.0550367496908
130128,0,0.0794802457094
11187,1,0.949107825756
167708,1,0.961324632168
112875,1,0.932642281055
134075,1,0.916137158871
186635,1,0.566453695297
103869,1,0.626730203629
13715,1,0.973203778267
138922,1,0.978460729122
193522,1,0.696307241917
43027,1,0.999044239521
72454,1,0.950071394444
102884,1,0.995522141457
117283,1,0.942375659943
165288,1,0.827188253403
53927,1,0.965256273746
145949,1,0.989795267582
125519,1,0.977196455002
55962,1,0.850060105324
54486,1,0.92760771513
190951,1,0.972387731075
105469,1,0.991280853748
167577,1,0.977108776569
189770,1,0.922104597092
3183,1,0.940205216408
79195,1,0.680014669895
88633,0,0.739783406258
63583,1,0.998305916786
190671,1,0.497482299805
132640,1,0.947715401649
155722,1,0.999283373356
67104,1,0.860287904739
138314,1,0.998718976974
63856,1,0.980730056763
201242,1,0.88568764925
200492,0,0.815825879574
21933,1,0.995115876198
13343,1,0.999016880989
24573,1,0.673998892307
36713,1,0.828609108925
90596,1,0.991391777992
80092,1,0.890013039112
118701,1,0.987922012806
4041,1,0.990657091141
70256,1,0.97327786684
80708,1,0.980928122997
42161,1,0.730713248253
28211,1,0.998455524445
46857,1,0.955228328705
53243,1,0.990769207478
175623,1,0.956018686295
107292,1,0.9334897995
5265,1,0.868579685688
10155,1,0.731746554375
110272,1,0.996983230114
2129,1,0.985560715199
62054,1,0.761904776096
174196,1,0.985577523708
24117,1,0.997273027897
45163,1,0.999644756317
194369,0,0.119876042008
132664,1,0.993351042271
92293,1,0.938668191433
70757,1,0.973285913467
137753,1,0.991420149803
99438,1,0.997232615948
84077,1,0.99948489666
203227,1,0.956786334515
169214,1,0.998951673508
100161,1,0.983997941017
157024,1,0.772982001305
35989,1,0.999846339226
60982,1,0.95322394371
24789,0,0.626596391201
169174,1,0.992385387421
166274,0,0.5917532444
200452,1,0.666239202023
116231,1,0.999040901661
26719,1,0.994220852852
109349,1,0.82735145092
112650,1,0.994787931442
49173,1,0.965261042118
85926,1,0.999124228954
159468,1,0.987494528294
150809,1,0.8587885499
146679,1,0.961324930191
108600,1,0.987765014172
112672,0,0.518861532211
99601,1,0.995185554028
168491,1,0.984809219837
168658,1,0.91921710968
194331,1,0.991916835308
30076,1,0.998718380928
199856,1,0.960132777691
79438,1,0.890793263912
154240,1,0.908687949181
197086,1,0.665401756763
158983,0,0.664128899574
57560,1,0.99838411808
162153,1,0.998471677303
90501,1,0.99420517683
185593,0,0.698172688484
32553,1,0.984901368618
195010,1,0.998816728592
31529,1,0.999046981335
142466,1,0.988778948784
101588,1,0.989240586758
107925,1,0.938499629498
87046,1,0.85354155302
128623,1,0.999444901943
49031,0,0.891278088093
2988,1,0.950605094433
178270,1,0.997336924076
137548,1,0.992789924145
142761,0,0.9736790061
11182,1,0.999077677727
197275,1,0.520918190479
46051,1,0.921923339367
165971,1,0.97684687376
131995,1,0.858726501465
132169,1,0.871181428432
124712,0,0.728392720222
148200,1,0.999640583992
158573,1,0.91033500433
169888,1,0.709269344807
24556,1,0.998212099075
154197,0,0.451919525862
162848,1,0.837403059006
91222,1,0.986932575703
184409,0,0.351083159447
109616,1,0.992777347565
124786,1,0.696857213974
139088,1,0.8538159132
41131,1,0.832673549652
139840,1,0.998399794102
122018,1,0.963553845882
50793,1,0.974514126778
24588,1,0.930293083191
67531,1,0.74666249752
11892,0,0.921757400036
201762,1,0.609618604183
198939,1,0.997142970562
138969,1,0.957458913326
40673,1,0.994536280632
192572,1,0.987268507481
3008,1,0.977513372898
142952,1,0.938133835793
108940,1,0.914855837822
122886,1,0.925693035126
140278,1,0.991751492023
5318,1,0.998233914375
69835,1,0.679457187653
135927,1,0.669496417046
208533,1,0.827982127666
89109,1,0.926643073559
2121,1,0.987236857414
127594,1,0.721179902554
183316,1,0.997853577137
174100,1,0.979142785072
37049,1,0.860238671303
72147,1,0.607887387276
206345,1,0.893574237823
45950,1,0.998708486557
156660,1,0.947034835815
146438,1,0.972059249878
131002,1,0.646793842316
28371,1,0.941319167614
35037,1,0.980820536613
17689,0,0.541796684265
42080,1,0.982695817947
98099,1,0.966249585152
209207,1,0.978527069092
149896,1,0.996699988842
191370,1,0.964862287045
126204,1,0.986569166183
166919,1,0.987037777901
78910,1,0.924249649048
65060,1,0.998751878738
85751,1,0.985761880875
201557,1,0.772286474705
33226,1,0.947855770588
85109,1,0.983905136585
16337,0,0.377395153046
55778,1,0.986130058765
104189,1,0.998031914234
9278,1,0.8145865798
184259,1,0.939142227173
77897,1,0.921753048897
183131,1,0.93057757616
15538,1,0.992812097073
170139,1,0.99447119236
86015,1,0.973630905151
143045,1,0.962040483952
208099,1,0.998623609543
58509,1,0.956426024437
917,1,0.965482354164
131392,1,0.77471357584
63035,1,0.728578090668
166089,1,0.990459918976
136063,0,0.682430028915
138122,1,0.935591518879
115843,1,0.940872371197
19566,0,0.92857003212
144931,1,0.984080374241
144321,1,0.993490338326
37313,1,0.983429908752
9020,1,0.948813080788
183450,1,0.975810170174
79339,1,0.992417693138
150484,1,0.995994210243
202201,1,0.94746619463
19215,1,0.904436886311
15434,1,0.971384108067
99117,1,0.997990727425
649,1,0.906435489655
118215,1,0.998360812664
118912,1,0.980636894703
160164,1,0.999710142612
27469,1,0.979425251484
200453,1,0.879613935947
117698,1,0.994475543499
68942,1,0.99094825983
142916,1,0.794747591019
59654,1,0.978186666965
48250,1,0.889331400394
209251,1,0.955758571625
196142,1,0.9912520051
84253,1,0.99867528677
64504,1,0.707302868366
102400,1,0.994387447834
197230,1,0.914750039577
35261,1,0.990722715855
189120,1,0.978473067284
181849,1,0.921919882298
90665,1,0.823348641396
165360,1,0.931390762329
101189,1,0.998397529125
110013,1,0.978249967098
200441,1,0.975127577782
171805,1,0.954936563969
183797,1,0.997702658176
202765,1,0.885279476643
41578,1,0.866527974606
182224,1,0.972701847553
209188,1,0.996090710163
183253,1,0.770695269108
173152,1,0.96799492836
69899,1,0.919607877731
172868,0,0.0860225334764
138412,1,0.823622226715
122788,1,0.846001923084
127743,1,0.934893846512
164244,0,0.469250321388
69396,1,0.987186551094
101578,1,0.964128255844
119221,1,0.988424420357
29135,1,0.912073194981
33344,1,0.981966376305
170582,1,0.982960581779
3870,1,0.954914212227
149647,1,0.972342193127
201253,1,0.918637096882
6002,0,0.600412726402
198570,1,0.994490385056
209105,1,0.946535468102
59076,0,0.0833872482181
98428,1,0.958609998226
19365,0,0.159049376845
86216,1,0.705013692379
157820,1,0.985351979733
108709,1,0.803153574467
156471,0,0.97109657526
208901,1,0.871283710003
156136,1,0.904495239258
60823,0,0.947495400906
148917,1,0.922800660133
187048,1,0.980417847633
189537,1,0.996440112591
188377,1,0.999939441681
68499,1,0.88783210516
152083,1,0.976655900478
82460,1,0.979814708233
14927,0,0.609186947346
143825,0,0.129541933537
203487,1,0.986758291721
63763,1,0.994971513748
14336,1,0.991310954094
72321,1,0.990608334541
12637,1,0.999786794186
138043,1,0.991411566734
194994,0,0.0577133148909
103537,1,0.990874290466
179593,1,0.910149931908
5076,1,0.936141312122
9218,1,0.996243476868
177757,0,0.129451811314
156241,1,0.99901163578
182327,1,0.918837189674
1282,1,0.996575891972
77775,1,0.912114143372
101972,1,0.971586763859
18645,1,0.991591453552
99529,1,0.987411737442
127316,0,0.0618903189898
138689,1,0.875380456448
18266,1,0.979199230671
175821,1,0.980272591114
140284,1,0.745254576206
159542,0,0.0312301572412
120375,1,0.889412403107
106125,1,0.965873897076
13271,1,0.959690213203
123087,1,0.901583015919
111170,1,0.988025724888
167679,0,0.496543556452
133419,1,0.993344902992
18142,1,0.887400448322
148638,1,0.999536752701
101677,1,0.986996650696
40895,1,0.992801427841
14971,1,0.999195039272
176754,1,0.991779625416
85355,1,0.997697651386
28322,1,0.99866104126
13437,1,0.999492287636
56979,0,0.463524758816
189027,1,0.978852808475
150722,1,0.992610871792
153096,1,0.842862784863
96649,1,0.835282683372
137835,1,0.975013434887
104823,0,0.246581092477
6609,1,0.373118698597
82969,1,0.999840259552
14745,1,0.99132090807
197570,1,0.99975591898
187092,1,0.958927452564
32207,1,0.999423503876
108962,1,0.996723115444
68866,1,0.98078006506
146429,1,0.997802078724
46315,1,0.995148718357
207608,1,0.992708623409
142927,1,0.955651462078
74885,1,0.940998256207
90404,1,0.828875005245
116809,1,0.995452582836
56248,1,0.978460252285
157440,1,0.856583535671
160179,1,0.519572496414
14685,1,0.997747004032
124530,1,0.96638071537
113721,0,0.0601197034121
89821,1,0.997247636318
40518,1,0.865490853786
105706,0,0.902914464474
57170,1,0.924429535866
56985,1,0.778883874416
97901,1,0.998538136482
192901,1,0.998723208904
67771,1,0.899720609188
