,label,model
79958,1,0.921173870564
31388,1,0.826489508152
199836,1,0.884746670723
34886,1,0.895446658134
22201,1,0.871435582638
173049,1,0.931792378426
41291,1,0.870501101017
175056,1,0.879815220833
100764,1,0.869487464428
95869,1,0.909321904182
104717,1,0.878878951073
59144,1,0.879795372486
48230,1,0.824637293816
43719,1,0.842217981815
129152,1,0.846926569939
184646,1,0.960207641125
177884,1,0.885973334312
140274,1,0.867354512215
110873,0,0.80436205864
114375,1,0.845587551594
194526,1,0.863896787167
130259,1,0.864443480968
128433,1,0.874105036259
188401,1,0.876879572868
169591,1,0.842294335365
194415,1,0.90700596571
22891,1,0.828607797623
28176,1,0.861486792564
206590,1,0.876266598701
33742,1,0.876723229885
98235,1,0.871615111828
191667,1,0.811149656773
88439,1,0.90353423357
135197,1,0.8705971241
37308,1,0.887222409248
175487,1,0.837052702904
8684,1,0.802263557911
192291,1,0.898751318455
76977,1,0.816422939301
201986,0,0.860364735126
185629,1,0.829911231995
24258,1,0.896869301796
193468,0,0.818211913109
202225,1,0.802672326565
196437,1,0.917890608311
129517,1,0.829141497612
97365,1,0.872814714909
165356,0,0.802130281925
177721,1,0.801931023598
41756,1,0.940470159054
118213,0,0.833456158638
77700,1,0.889290630817
14337,1,0.901793420315
26710,1,0.843763887882
201105,0,0.854867339134
97517,1,0.802346110344
202726,1,0.884083449841
1293,1,0.850994646549
165000,1,0.891498446465
110389,1,0.875389575958
47046,1,0.909642636776
7150,1,0.869044005871
154481,1,0.864784061909
68572,1,0.847266435623
146106,1,0.839092195034
36235,1,0.819753825665
129304,1,0.907494902611
156713,1,0.857705593109
77524,1,0.908326506615
35635,1,0.852927029133
120933,1,0.886241555214
30602,1,0.937208652496
141582,1,0.830711245537
194733,1,0.880410194397
177817,1,0.904561460018
190845,1,0.923097074032
158371,1,0.868329286575
170438,0,0.803972542286
135263,1,0.856307923794
101043,1,0.876278877258
174675,1,0.860895752907
26054,1,0.847658216953
70058,1,0.882212519646
67244,1,0.887071251869
17198,1,0.846482515335
61775,1,0.816321253777
203493,1,0.829414188862
200722,1,0.86998051405
52951,1,0.853568136692
104672,1,0.877278745174
171038,1,0.864878714085
345,1,0.850543022156
54801,1,0.824525296688
96083,1,0.890343487263
6377,1,0.902795493603
27935,1,0.912185072899
180145,1,0.889302790165
80848,1,0.86539888382
39271,1,0.854150950909
204865,1,0.863574147224
9071,1,0.86634516716
64618,1,0.907516539097
94364,1,0.854245781898
141712,0,0.866123259068
126346,0,0.801959037781
79579,1,0.943092107773
55673,0,0.81959682703
152276,1,0.906105816364
106077,1,0.855093359947
179704,0,0.891256630421
123255,1,0.885369777679
156327,0,0.881881058216
145450,1,0.871491372585
21107,1,0.924317896366
102720,1,0.846764326096
66747,1,0.850623548031
24920,1,0.802731454372
92429,1,0.928707063198
83599,1,0.822962462902
176573,1,0.891104578972
22461,1,0.853103041649
38387,1,0.902845680714
69706,1,0.856193244457
87002,1,0.802718102932
89500,1,0.893754780293
44346,1,0.873870611191
130100,1,0.857813179493
152050,1,0.860506594181
2814,1,0.869932055473
50144,1,0.909968495369
1145,1,0.899660468102
68024,1,0.889618873596
141339,1,0.816218078136
100113,1,0.883227705956
189036,1,0.838750243187
151087,1,0.931901454926
132339,1,0.878175973892
56270,1,0.802003860474
185873,1,0.809600532055
15857,1,0.865350186825
176711,1,0.889121890068
35002,1,0.920561373234
107791,1,0.929162859917
152562,0,0.809742093086
51203,1,0.879862129688
203950,0,0.81123405695
62441,1,0.836878061295
107911,1,0.824488818645
172325,1,0.838632047176
70123,1,0.892111361027
203767,1,0.90852278471
60101,1,0.858820736408
92940,1,0.894761860371
9730,0,0.801900327206
49734,1,0.809731960297
78639,1,0.862576663494
168881,1,0.865704238415
34781,1,0.875012099743
129252,1,0.810284256935
13700,0,0.802123069763
99503,1,0.789762377739
43767,1,0.937155067921
67099,1,0.877092123032
58434,1,0.871439099312
189870,1,0.942956805229
81761,1,0.825160562992
46675,1,0.824651181698
46349,1,0.944035410881
52955,1,0.955914199352
126686,1,0.790649950504
128758,1,0.85127466917
98991,1,0.847967982292
45559,1,0.861439287663
99183,1,0.894546210766
132812,1,0.918165922165
93931,1,0.818594694138
66260,1,0.860777199268
162417,1,0.884205341339
30945,1,0.949968099594
170168,0,0.916288435459
224,1,0.890895783901
197178,1,0.867296755314
131449,1,0.884443879128
1677,0,0.811352491379
124994,1,0.8019297719
180893,1,0.850855886936
44494,1,0.959131121635
207496,0,0.816173672676
112137,1,0.910375416279
175726,1,0.968195438385
47813,1,0.876443207264
121582,1,0.954350054264
49063,1,0.856809139252
186173,1,0.819306910038
62,1,0.820122897625
25682,1,0.871953547001
179820,1,0.898960053921
31911,1,0.842149376869
111704,1,0.920517086983
3736,1,0.902206540108
46571,1,0.874897480011
80348,1,0.822160124779
171811,1,0.927446067333
155335,1,0.887845814228
141503,1,0.873178362846
140853,1,0.915985167027
102196,1,0.835345745087
142442,1,0.892879366875
109181,1,0.868507742882
185544,1,0.811073958874
187762,1,0.852319896221
161284,1,0.840441942215
136400,1,0.813425421715
152000,1,0.900898456573
64624,1,0.902437448502
203176,0,0.810611486435
105766,1,0.866883516312
186100,1,0.893794357777
134070,0,0.808361232281
189915,1,0.928863167763
79403,1,0.839853227139
105729,1,0.89833766222
192635,1,0.883549153805
56070,1,0.884274125099
197319,1,0.894137442112
57624,1,0.897967636585
207615,1,0.959228336811
96213,1,0.893145263195
5795,1,0.855835020542
55001,1,0.876007914543
11961,1,0.961684525013
36123,1,0.901414752007
45417,1,0.906858801842
172341,1,0.893425047398
34862,1,0.878557801247
157047,1,0.852132856846
38790,1,0.942930102348
48585,1,0.839418828487
40381,1,0.880085945129
92957,1,0.874035775661
33934,0,0.813372790813
159664,1,0.956887602806
124501,1,0.861314415932
122544,1,0.828081190586
187268,1,0.852630198002
137266,1,0.866731584072
186611,1,0.902838587761
204859,1,0.875582933426
146192,1,0.88773047924
39489,1,0.867997765541
35058,1,0.884195923805
46255,0,0.801908373833
143810,1,0.881595909595
194709,1,0.894869208336
8433,1,0.836669504642
892,1,0.886310279369
75131,1,0.847610235214
64548,1,0.839338541031
182490,1,0.881567239761
181100,1,0.909802258015
174787,1,0.901210129261
114550,1,0.830775797367
139454,1,0.830753564835
60750,1,0.816369235516
139928,0,0.834983825684
80082,1,0.808163464069
91911,1,0.855765044689
175923,1,0.869495272636
98167,0,0.801976203918
179300,1,0.825744330883
77094,1,0.864785313606
52557,1,0.855496764183
68150,0,0.819327712059
202661,1,0.888047635555
170240,0,0.897472202778
202576,1,0.88552993536
144676,1,0.85863250494
13611,1,0.853271782398
52365,0,0.866639733315
122937,1,0.946401655674
99149,1,0.802274048328
94983,1,0.886976361275
199210,1,0.877452135086
64878,1,0.858060419559
63132,1,0.866007804871
51007,1,0.876501619816
132387,1,0.880252122879
185875,1,0.919430792332
115488,1,0.831758320332
197668,1,0.941774845123
123543,1,0.83186429739
26072,1,0.857532918453
187189,1,0.855166196823
201899,1,0.885300636292
153476,1,0.886922776699
76942,1,0.885735690594
85906,1,0.819032132626
128913,1,0.885952889919
24262,1,0.901983618736
195590,1,0.827562570572
56066,1,0.884529411793
103192,1,0.897415041924
2759,1,0.859368264675
161723,1,0.801917135715
77125,0,0.93214225769
70895,1,0.834508240223
70448,1,0.816354095936
660,1,0.900379419327
79716,1,0.821651935577
105655,1,0.845614731312
14922,1,0.924907565117
90419,1,0.809702575207
30310,1,0.889865100384
100627,1,0.88119071722
8489,1,0.855348527431
146872,1,0.837104380131
48998,1,0.862458109856
72383,1,0.806766986847
198869,1,0.864466190338
90825,1,0.85919457674
157672,1,0.809902131557
48762,1,0.874764561653
187394,1,0.854828417301
161325,1,0.825607657433
64705,1,0.895153105259
123369,1,0.810427904129
43256,1,0.816356480122
199191,1,0.958170592785
98280,1,0.862826645374
161553,1,0.87770485878
156831,1,0.894314348698
66592,1,0.881220936775
4115,1,0.862031877041
25103,1,0.874496161938
170706,1,0.943273425102
94408,1,0.82342082262
40617,1,0.890883684158
158024,1,0.928028345108
103770,1,0.932308197021
25712,1,0.907078266144
60049,1,0.872590720654
49132,1,0.804985404015
32365,1,0.830422818661
139638,0,0.802164435387
191755,1,0.818591356277
2377,0,0.929270446301
2720,1,0.915092766285
62278,1,0.931567847729
53039,1,0.869436085224
35977,0,0.86458337307
68362,1,0.946779370308
59457,1,0.802556276321
195964,1,0.814532101154
81000,1,0.875106871128
159967,1,0.922915518284
107004,0,0.856509327888
202386,1,0.949370145798
85141,1,0.902895629406
71738,1,0.867739975452
176639,1,0.914873421192
61715,1,0.803169965744
113941,1,0.835520625114
132583,1,0.911011755466
49366,1,0.899731993675
167960,1,0.969154834747
23868,0,0.881897032261
172735,1,0.872438967228
163840,1,0.947293281555
47089,0,0.818282544613
11834,1,0.802192509174
57459,1,0.927254199982
155255,1,0.89630228281
28210,1,0.811891555786
170030,1,0.844774901867
61725,1,0.923632860184
125179,1,0.911637067795
49585,0,0.822052299976
206090,1,0.854970157146
137879,1,0.830484092236
86842,1,0.825584232807
142409,1,0.918636977673
19598,1,0.887533009052
28844,1,0.883535444736
20585,0,0.812097489834
177875,1,0.830591082573
30828,1,0.869199991226
110278,1,0.903042197227
171951,1,0.867716014385
94968,1,0.833277523518
110892,1,0.924427747726
181963,1,0.818846225739
98446,1,0.82426315546
40149,1,0.835709571838
183289,0,0.852853059769
106191,1,0.757178783417
41139,1,0.867318928242
120465,0,0.801910042763
182508,1,0.877227127552
80765,1,0.878539800644
107531,1,0.898495554924
112895,1,0.913247346878
86331,1,0.86507332325
139775,1,0.90318608284
173786,1,0.811921656132
8813,1,0.922108769417
189655,1,0.912513494492
85834,1,0.860913097858
131935,0,0.827114760876
48139,1,0.937090873718
67901,1,0.859629452229
98820,1,0.955397188663
77442,1,0.975064098835
207381,1,0.885015666485
203720,1,0.919795930386
51718,0,0.815124988556
177210,1,0.876672446728
65562,1,0.897176146507
17370,1,0.8741132617
36879,1,0.875247657299
40627,1,0.870644748211
176308,1,0.802257835865
16263,1,0.832933306694
163667,0,0.817890286446
186734,1,0.895232439041
115302,1,0.846997499466
189355,1,0.867942810059
40544,1,0.803331315517
67806,1,0.918593406677
166138,1,0.863427639008
182797,1,0.928578257561
67402,1,0.865840137005
192434,0,0.814121186733
180339,1,0.876037836075
68579,1,0.818495750427
186921,1,0.821478426456
172550,0,0.802082955837
194745,1,0.813061594963
66286,1,0.931970536709
150674,1,0.846645116806
65075,1,0.928114414215
89628,1,0.838428497314
72080,1,0.880773544312
55567,0,0.801890075207
96905,0,0.829721093178
191066,1,0.889609158039
195397,1,0.869669556618
128999,1,0.822339892387
1373,1,0.869417905807
85725,1,0.864274919033
147335,1,0.84345459938
209037,1,0.877289414406
22104,1,0.830574989319
115318,1,0.849582016468
186356,0,0.815117537975
17753,1,0.840482831001
140081,1,0.887868106365
178743,1,0.920657753944
37710,1,0.820166885853
154709,1,0.884029984474
137191,1,0.84594732523
6481,1,0.865783631802
22972,0,0.902794718742
69284,0,0.897560834885
66507,0,0.836398363113
85130,1,0.91315805912
141689,1,0.900662362576
110378,1,0.924430847168
138701,1,0.831054031849
105229,1,0.955208539963
72132,1,0.802017152309
153397,1,0.888909399509
34604,1,0.853737175465
201293,1,0.914266467094
200944,1,0.838404536247
183793,1,0.882574975491
138468,1,0.828628003597
54355,1,0.858698368073
53759,1,0.894248783588
102253,1,0.828185498714
84111,1,0.819554209709
64395,1,0.865240037441
129121,1,0.910464644432
185829,1,0.838326513767
42858,1,0.872938513756
130802,1,0.853517651558
63380,1,0.893334388733
156384,1,0.802378356457
87684,1,0.84247982502
109099,0,0.90392935276
175077,1,0.870093762875
36715,1,0.765040099621
42965,1,0.901416420937
194262,1,0.856915295124
21564,1,0.839961409569
165357,1,0.948161840439
185661,0,0.801937043667
72018,1,0.855380177498
10030,1,0.983753502369
179458,1,0.866026699543
144579,1,0.8589656353
191728,1,0.924425721169
16565,1,0.897918820381
924,1,0.920216321945
21496,1,0.816536128521
179894,1,0.884590864182
175019,1,0.934752583504
61794,0,0.871690392494
181349,1,0.857517540455
116949,0,0.865297794342
86741,1,0.877848207951
73251,1,0.860044360161
53932,0,0.836274385452
186288,1,0.859805047512
77059,1,0.883904457092
35945,1,0.815330266953
122084,1,0.802888333797
84123,1,0.919944941998
138323,1,0.863779604435
29857,1,0.90249723196
157533,1,0.852239191532
3048,0,0.824650347233
54946,1,0.937441289425
63712,1,0.91763728857
8374,1,0.859265327454
136776,1,0.924018025398
92922,0,0.853837907314
8116,1,0.873031795025
86853,1,0.860243678093
112935,1,0.835936665535
160297,1,0.92452031374
26540,1,0.847272276878
26334,1,0.896090984344
158817,1,0.853046953678
55134,1,0.884805381298
162100,1,0.832144498825
9089,1,0.847727119923
104906,1,0.839036762714
6800,0,0.822351932526
136318,1,0.860483705997
26484,1,0.89063835144
132938,1,0.892337799072
48510,1,0.890853762627
135025,1,0.896480858326
175891,1,0.950438261032
72981,1,0.883152008057
92297,1,0.824976503849
106287,1,0.823092579842
87398,0,0.918783068657
25511,1,0.900454878807
148644,0,0.883255720139
52059,0,0.884662985802
160870,1,0.947046339512
149978,1,0.833713233471
198690,1,0.880839288235
161276,1,0.834391951561
53430,1,0.904181480408
125788,0,0.864646553993
109006,1,0.959066748619
23060,1,0.931425273418
107127,1,0.8774061203
102215,1,0.801921129227
43085,1,0.87781471014
124403,1,0.81491547823
153763,1,0.826571583748
123123,1,0.849144816399
66347,1,0.823782503605
139157,1,0.853815972805
76349,1,0.840442538261
193647,1,0.873845934868
106455,1,0.847956418991
149985,1,0.817772388458
137463,1,0.852799296379
38837,1,0.924184679985
62863,0,0.826151788235
76643,1,0.880385696888
144051,1,0.870622515678
70413,1,0.890896916389
15033,0,0.812968492508
154372,1,0.84548920393
75211,0,0.804983139038
186405,0,0.880993425846
91542,1,0.832640588284
143305,1,0.862044453621
181114,1,0.859522283077
9454,0,0.806731343269
205731,1,0.830441892147
193374,1,0.818180203438
192007,1,0.810773432255
179536,1,0.921362221241
175469,1,0.801796913147
76852,1,0.862160801888
22534,1,0.884169697762
164704,1,0.879827857018
54017,1,0.83087593317
154829,1,0.903438091278
81444,1,0.876378774643
168335,1,0.887625873089
61948,1,0.923830151558
140838,1,0.93209284544
107746,1,0.97715306282
35582,1,0.934309482574
90255,1,0.803072810173
106945,1,0.919992983341
166330,1,0.85867112875
76575,1,0.904090642929
25980,1,0.875999331474
207458,1,0.890779614449
68724,1,0.867847800255
115623,1,0.895712018013
67601,1,0.841128587723
14057,1,0.880472540855
12152,1,0.826561510563
71501,1,0.874448239803
1990,1,0.874457418919
95891,1,0.903672754765
19290,1,0.871899306774
40708,0,0.801888167858
165071,1,0.872242033482
154685,1,0.809795558453
6397,1,0.950791299343
39730,1,0.835455715656
81007,1,0.918831288815
49624,1,0.862236618996
79541,1,0.841859817505
138994,1,0.877305388451
33584,0,0.819303035736
187142,0,0.857032120228
28163,1,0.835673213005
21007,0,0.801891565323
6191,1,0.941230773926
137888,0,0.810582637787
48764,0,0.80405831337
73957,1,0.851360917091
137537,1,0.826685726643
209471,0,0.867280721664
197964,1,0.830551683903
167755,1,0.875784516335
144849,1,0.884613335133
205658,1,0.893017411232
7764,1,0.889453828335
170571,1,0.956883370876
117078,1,0.860650777817
160926,1,0.852662265301
124941,0,0.818454027176
140180,0,0.822336435318
190882,1,0.883141160011
181377,1,0.849181175232
54910,1,0.872681379318
81601,0,0.801932156086
122237,1,0.86510515213
86636,1,0.812422454357
131374,1,0.8710719347
14545,1,0.907562673092
35578,1,0.817776978016
203822,1,0.851118445396
42661,1,0.913452923298
88016,1,0.888122260571
37340,1,0.866118133068
92377,1,0.855875194073
147308,1,0.908295810223
35513,1,0.934977829456
95067,1,0.850042581558
112559,0,0.802062094212
62553,1,0.863872170448
34488,1,0.908149302006
13972,1,0.886489748955
117036,1,0.802702188492
70161,1,0.862243652344
88929,1,0.901595890522
52946,0,0.852232515812
44984,1,0.863673448563
34657,1,0.847613275051
101699,1,0.868733763695
202857,1,0.895334303379
69795,1,0.824660420418
84787,1,0.857948422432
58783,1,0.876797914505
118738,1,0.847067892551
68431,1,0.855418384075
111016,1,0.869299411774
151530,1,0.875896394253
45618,1,0.773965775967
199346,1,0.887755632401
168546,1,0.944255590439
114251,1,0.972313761711
159264,1,0.868557095528
148640,1,0.876102805138
164873,1,0.948083221912
101863,1,0.838838636875
182246,1,0.871449172497
14994,1,0.805290162563
31576,0,0.866806209087
158565,1,0.823047280312
69572,1,0.802700102329
30292,1,0.837058961391
176546,1,0.919472932816
82724,1,0.817295372486
119838,1,0.838780522346
88302,1,0.876097559929
77912,1,0.802303195
135883,0,0.801926851273
141226,1,0.855852544308
79823,1,0.811065196991
55569,1,0.875533759594
114258,0,0.871882200241
23452,1,0.919826507568
167653,1,0.918994724751
202205,1,0.890006184578
167742,1,0.852667212486
3614,1,0.802020907402
149746,1,0.889257729053
16702,1,0.811118960381
136085,1,0.899119019508
31671,1,0.838261783123
69298,1,0.898502707481
68478,1,0.931631565094
69629,0,0.804523646832
193031,1,0.868485808372
49954,1,0.925013005733
201321,1,0.85776245594
86732,1,0.849080324173
126851,0,0.879775762558
5088,1,0.822271406651
95667,1,0.878807544708
8819,1,0.828849077225
194126,1,0.825419485569
161269,1,0.852803528309
32627,1,0.771021187305
108207,1,0.845514297485
183971,1,0.89467215538
101415,1,0.89469563961
181684,1,0.950320065022
175102,0,0.817983329296
171016,1,0.856977641582
93121,1,0.887765944004
173862,1,0.83284252882
57,1,0.81327277422
108915,0,0.801905691624
86005,1,0.893155097961
126081,1,0.873220741749
113739,1,0.89395070076
91304,1,0.816081762314
9832,0,0.905791461468
84652,1,0.865961253643
198867,1,0.855617642403
127182,0,0.81213504076
155592,1,0.890314459801
103380,1,0.825732469559
52483,1,0.927144229412
112475,1,0.815668880939
36655,1,0.842416644096
126855,1,0.843109965324
46290,1,0.834972262383
61736,1,0.889639019966
196803,1,0.84019100666
93543,1,0.866290032864
14538,1,0.808502733707
155348,0,0.80286693573
172954,1,0.863278031349
165732,0,0.801921248436
186305,1,0.863949537277
6089,1,0.856256961823
61857,0,0.82242834568
10423,0,0.804908335209
50854,1,0.817189753056
103485,1,0.895308375359
55098,1,0.944720327854
94278,1,0.840025246143
145978,1,0.820360124111
28857,1,0.785937011242
159722,1,0.920299589634
104776,1,0.924493908882
142548,1,0.900475561619
126294,1,0.914545655251
207676,1,0.863316476345
204449,1,0.90131932497
161866,1,0.886159956455
203603,1,0.888017177582
178639,1,0.847874820232
8159,1,0.816733658314
201096,1,0.888742148876
46849,1,0.822437524796
57243,1,0.924738168716
38426,1,0.926952421665
186684,1,0.802020192146
166405,1,0.823116719723
16253,1,0.856340527534
86587,1,0.88006490469
45868,1,0.909577071667
13742,1,0.893351197243
53915,1,0.852166295052
58760,1,0.857120275497
161110,0,0.93739759922
190056,1,0.877386212349
9665,1,0.911767184734
144829,1,0.852709591389
164984,1,0.863820433617
182331,1,0.832801401615
149031,1,0.848108053207
104801,1,0.917399942875
109736,1,0.898513197899
134958,1,0.841943085194
120760,1,0.826232671738
4427,1,0.897949099541
36710,1,0.865576565266
180485,1,0.855140686035
3336,1,0.890749812126
75012,1,0.836628854275
68418,1,0.872084081173
183046,1,0.934252798557
94223,1,0.886442005634
110818,1,0.801970183849
145352,1,0.848426282406
29434,1,0.822787940502
24924,1,0.904691696167
12056,1,0.826851308346
188548,1,0.94827234745
11279,1,0.8889118433
19499,1,0.859472334385
159836,1,0.852472484112
194975,1,0.878776311874
9101,1,0.895349442959
125015,1,0.890548229218
26110,1,0.924422979355
130289,1,0.90288579464
43029,1,0.843457639217
38211,0,0.804625749588
151518,1,0.876798927784
116215,1,0.934921860695
66411,0,0.858357727528
36966,1,0.883187532425
166230,1,0.843778669834
132400,1,0.917371273041
114326,1,0.811181843281
145349,1,0.85570114851
44045,1,0.839362502098
56927,1,0.917132854462
189064,1,0.849079728127
187251,1,0.843990385532
181823,1,0.915896058083
100676,0,0.802544355392
1781,1,0.912743270397
208420,1,0.912311553955
107123,1,0.845071732998
108184,1,0.969135046005
64941,1,0.885276198387
32326,1,0.824542701244
67042,0,0.801983833313
146077,1,0.868475437164
49375,1,0.890027880669
73836,1,0.909760653973
32428,1,0.809770226479
126108,1,0.870036482811
125333,1,0.807982742786
55507,1,0.874661922455
96214,1,0.835440158844
166509,1,0.868285238743
93719,1,0.862718343735
48395,1,0.814359784126
100103,1,0.848034441471
153007,1,0.880740344524
87496,0,0.810739934444
62012,1,0.869612812996
107261,1,0.857381105423
79430,1,0.943968594074
180287,1,0.878712236881
12820,1,0.902582764626
164405,1,0.860369086266
174072,1,0.917623758316
173834,1,0.816417634487
28671,1,0.852765500546
133574,0,0.904847323895
86432,0,0.818292021751
200140,0,0.843798518181
16174,1,0.863958120346
2046,1,0.92779648304
209222,1,0.825607657433
117236,1,0.933731257915
162483,0,0.820883691311
27953,1,0.876370787621
118556,1,0.883259415627
14885,1,0.869265198708
105531,1,0.804438650608
166533,1,0.883688807487
191805,1,0.872118771076
180176,1,0.848926544189
45962,1,0.908566653728
83958,1,0.829823672771
38505,1,0.859922528267
5292,0,0.801896035671
85142,1,0.962308526039
35238,1,0.877081394196
201433,1,0.885057330132
19363,1,0.863473892212
47150,1,0.83372926712
129845,1,0.943114876747
43782,1,0.838120043278
205032,1,0.864593982697
65476,1,0.87546813488
89595,0,0.804551184177
195794,1,0.885801196098
25896,0,0.887051463127
129560,1,0.886565387249
86874,1,0.802741706371
58091,1,0.86225092411
150160,1,0.857705950737
100299,1,0.809865534306
121263,1,0.834729552269
114392,1,0.961187362671
60344,1,0.873173296452
35628,1,0.945114552975
14219,1,0.811520516872
128090,0,0.860317468643
202492,1,0.939701914787
97388,1,0.922136247158
34937,1,0.956431925297
91848,1,0.813266158104
171808,1,0.898939073086
194759,1,0.829626858234
10510,1,0.875930607319
41331,1,0.869812548161
172977,1,0.907213628292
78685,1,0.946626007557
151541,1,0.802931845188
104441,1,0.837060272694
82235,1,0.835149228573
29625,1,0.913708388805
170342,0,0.817249715328
36786,1,0.784213244915
101033,1,0.802762627602
69128,1,0.853133380413
9563,1,0.915525615215
99629,1,0.85899835825
159555,1,0.904034256935
188529,1,0.845705628395
13900,1,0.835998415947
24048,1,0.863375663757
141275,1,0.914950847626
143799,1,0.92011475563
209347,1,0.830526471138
42890,1,0.840429127216
56758,1,0.879573702812
96969,0,0.80252456665
144049,1,0.823971867561
181567,1,0.843766272068
195934,1,0.865904808044
128383,1,0.889126896858
151046,1,0.851820111275
110693,1,0.850069105625
157752,1,0.912046194077
115230,1,0.950196802616
163620,1,0.868062257767
66467,1,0.886337280273
119814,1,0.867522954941
128351,1,0.847903192043
85212,1,0.938132762909
68049,0,0.802437007427
66708,1,0.915107548237
138475,1,0.831822514534
69009,1,0.940542757511
27290,1,0.899853587151
24475,1,0.884394824505
82871,1,0.889650046825
135806,1,0.883227407932
20651,1,0.91332757473
33877,1,0.88731521368
42219,1,0.892977178097
24456,1,0.837092101574
10878,1,0.881310224533
104528,1,0.863943338394
95567,0,0.862235069275
86430,1,0.899797141552
172103,1,0.852241754532
73323,1,0.914301037788
63205,1,0.90937936306
124881,0,0.804586052895
166903,0,0.857681214809
188009,1,0.93896150589
7822,1,0.900144159794
178286,1,0.926378786564
172161,1,0.888501107693
185310,1,0.832262694836
203327,0,0.802437365055
105978,0,0.81385153532
163658,1,0.862464845181
63419,0,0.809048473835
49091,1,0.827314555645
46097,1,0.821092188358
83150,1,0.927815377712
96190,1,0.880217671394
179052,1,0.77892947197
159176,1,0.801950871944
136612,0,0.863835513592
81570,1,0.918251514435
14660,1,0.863445878029
100591,1,0.911671042442
37835,1,0.884097576141
89399,1,0.884165525436
47091,1,0.814077615738
57691,1,0.895643115044
73068,1,0.952781558037
59385,1,0.861836850643
87043,1,0.872164964676
1247,1,0.92161989212
173154,1,0.859382510185
178586,1,0.894565463066
147200,1,0.874415755272
90780,1,0.861118137836
21650,1,0.899972558022
169000,1,0.881564855576
180436,1,0.836589097977
44988,1,0.89078527689
53403,1,0.835702359676
44486,1,0.803436934948
139679,1,0.89123493433
49110,0,0.820967257023
126077,1,0.892102360725
145629,1,0.802984058857
22410,1,0.864988207817
40404,0,0.805488586426
166452,1,0.912302196026
121041,1,0.865864872932
199382,1,0.920201778412
53345,1,0.904749929905
113053,1,0.956443786621
91457,1,0.854770183563
185068,1,0.82036036253
160824,1,0.866996765137
138650,1,0.874247789383
149768,0,0.81165510416
181151,1,0.801903545856
21423,1,0.925032973289
162623,0,0.870558559895
91608,1,0.904711782932
339,0,0.885692954063
79743,1,0.804112434387
162829,1,0.865752279758
25648,1,0.875575780869
203288,1,0.810863018036
9820,1,0.81993663311
203081,1,0.855859279633
80821,1,0.815573036671
123221,1,0.922550499439
208468,1,0.844665586948
73942,1,0.868888378143
206619,1,0.838616847992
24994,1,0.821312010288
11680,1,0.860122263432
188531,1,0.829083681107
178074,1,0.84106606245
6642,1,0.901409327984
17489,1,0.891768991947
